ad_id,rooms_count,area_m2,ceiling_height_m,price_rub,metro_distance_min,floors,passenger_elevator,cargo_elevator,bathroom_combined,bathroom_separate,balcony,loggia,price_per_metr,apartment_density,near_metro,parking_encoded,type_house_encoded,renovation_Дизайнерский,renovation_Евроремонт,renovation_Косметический,windows_На улицу,windows_На улицу и двор,garbage_chute_Нет,district_encoded,children_allowed_Нет,pets_allowed_Нет,premium_apartment
274158254,2,50,2.64,33000,10,17,2,0,0,1,1,0,660,25,0,1,5,False,False,True,False,False,False,8,False,False,0
274988379,2,48,2.64,34000,8,12,2,0,1,0,0,1,708,24,1,2,5,False,False,True,False,False,False,8,False,True,0
274680071,2,45,2.99,34000,3,9,1,0,0,1,1,0,755,22,1,2,5,False,False,True,False,False,False,8,False,False,0
275000371,2,38,2.99,35000,8,12,2,0,0,1,1,0,921,19,1,2,5,False,False,True,False,False,True,8,False,False,0
274518381,1,40,2.99,35000,1,17,1,0,1,0,1,0,875,40,1,2,5,False,False,True,True,False,True,8,True,True,0
272732390,1,38,2.6,35000,2,12,1,1,1,0,1,0,921,38,1,2,5,False,False,False,True,False,True,8,True,True,0
273957936,1,38,2.64,35000,1,17,2,0,1,0,1,0,921,38,1,2,5,False,False,True,False,False,False,8,True,True,0
271251085,1,40,2.7,35000,1,17,1,1,1,0,0,0,866,40,1,2,5,False,True,False,False,False,False,8,False,True,0
256755944,2,37,2.64,35000,14,9,2,0,1,0,1,0,945,18,0,1,5,False,False,True,False,False,False,8,False,True,0
274266785,1,42,2.64,35000,5,12,2,0,0,1,2,0,833,42,1,2,5,False,False,True,True,False,False,8,True,True,0
274043409,1,35,2.64,35000,8,9,1,0,0,0,0,0,1000,35,1,2,5,False,False,True,False,False,False,8,True,True,0
259331311,2,50,2.5,35000,4,9,1,0,0,1,0,1,700,25,1,2,5,False,True,False,False,False,False,8,False,False,0
273451655,2,47,2.5,35000,4,9,1,0,0,1,0,0,744,23,1,2,5,False,False,True,False,False,False,8,False,False,0
273897225,2,56,2.48,36000,13,16,2,0,0,2,0,1,639,28,0,2,0,False,False,True,False,False,False,8,False,False,0
274558872,2,54,2.64,36000,2,14,1,1,0,1,0,1,666,27,1,1,5,False,False,True,False,False,False,8,False,True,0
236855666,2,58,2.99,37000,3,14,2,0,0,1,1,0,637,29,1,2,5,False,False,True,False,False,False,8,False,True,0
228262905,2,45,2.64,37000,4,5,0,0,0,1,1,0,820,22,1,1,5,False,True,False,False,False,True,8,False,True,0
272291969,2,48,2.99,37000,5,5,0,0,0,1,1,0,770,24,1,2,2,False,False,True,False,False,True,8,False,True,0
274775962,1,34,2.48,37000,8,12,2,0,0,1,0,0,1066,34,1,2,0,False,False,True,True,False,False,8,True,True,0
271694816,2,47,2.64,37000,10,9,1,0,0,1,0,1,787,23,0,2,5,False,False,True,False,False,False,8,False,True,0
274528803,1,36,2.99,38000,0,16,1,1,1,0,1,0,1055,36,1,2,5,False,False,True,False,False,True,2,False,False,0
270323538,2,46,2.64,38000,12,12,2,0,0,1,0,1,826,23,0,2,5,False,False,True,False,False,False,8,True,True,0
274600560,2,48,2.64,38000,10,9,1,0,0,1,0,1,791,24,0,1,5,False,False,True,False,False,False,8,False,False,0
273591343,2,44,2.99,39000,6,9,1,1,0,0,0,0,886,22,1,2,5,False,True,False,False,False,True,8,False,False,0
268061741,2,43,2.7,39000,11,24,2,2,1,0,1,0,906,21,0,4,4,False,False,False,True,False,True,8,False,True,0
262693088,1,39,2.99,39000,3,14,2,0,1,0,0,1,1000,39,1,2,5,False,True,False,True,False,False,8,True,False,0
274133463,2,48,2.64,39990,10,5,0,0,1,0,1,0,833,24,0,1,5,False,False,True,False,False,True,8,False,False,0
272891013,2,61,2.99,40000,0,22,1,1,0,1,0,1,655,30,1,2,0,False,True,False,False,True,True,8,False,True,0
275001164,2,48,2.64,40000,7,9,1,0,0,1,0,1,833,24,1,1,5,False,False,True,False,False,False,8,False,True,0
273548627,1,36,2.5,40000,3,12,0,0,1,0,1,0,1111,36,1,2,5,False,False,False,False,False,True,8,True,True,0
274219314,2,55,2.64,40000,6,4,1,0,0,1,0,2,727,27,1,2,5,False,False,True,False,False,True,8,False,False,0
274743904,2,54,2.99,40000,1,25,2,1,0,2,0,0,740,27,1,1,4,False,True,False,False,False,False,8,False,True,0
274872334,2,56,2.64,40000,10,14,2,0,0,1,0,1,714,28,0,1,5,False,True,False,False,False,False,8,False,True,0
273495057,2,45,2.48,40000,2,12,2,0,1,0,1,0,888,22,1,1,0,False,False,True,False,False,False,8,False,False,0
274589327,2,52,3.0,40000,7,12,0,0,0,1,0,1,769,26,1,2,5,False,False,True,False,True,False,8,False,True,0
274901003,2,50,2.64,40000,15,14,2,0,0,1,0,1,800,25,0,1,5,False,False,True,False,False,False,8,False,True,0
270554224,2,58,2.99,40000,5,14,2,0,0,0,0,0,689,29,1,2,5,False,False,True,False,False,False,8,False,True,0
273211339,2,46,2.64,40000,10,5,0,0,1,0,0,1,869,23,0,2,5,False,True,False,False,False,True,8,False,False,0
265126525,2,52,2.64,40000,2,12,2,0,0,1,0,1,769,26,1,1,5,False,False,True,False,False,False,8,False,True,0
193860608,3,58,2.64,40000,20,9,1,0,0,1,1,0,682,19,0,2,5,False,False,True,False,False,False,8,False,True,0
271958695,1,32,2.6,42000,5,12,2,0,1,0,1,0,1312,32,1,2,0,False,False,False,True,False,True,8,False,False,0
273898955,1,46,2.7,42000,10,24,2,1,1,0,0,1,913,46,0,4,4,False,False,False,True,False,True,8,True,True,0
273225718,2,45,2.7,42000,8,5,0,0,0,1,1,0,933,22,1,2,5,False,False,False,False,False,True,8,True,True,0
268164277,1,30,2.6,42000,5,9,1,0,1,0,1,0,1400,30,1,2,2,False,False,False,False,False,True,8,True,True,0
194012539,2,56,2.64,42000,7,14,1,1,0,1,0,1,750,28,1,1,5,False,True,False,False,False,False,8,False,True,0
274656699,2,53,2.8,42000,8,12,1,1,0,1,1,0,792,26,1,2,5,False,False,True,False,False,False,8,False,True,0
274662837,2,56,2.64,42000,0,14,1,1,0,1,1,0,750,28,1,1,5,False,True,False,False,False,False,8,False,True,0
243970010,2,51,2.64,42000,2,14,2,0,0,1,0,1,823,25,1,2,5,False,False,True,False,False,False,8,False,False,0
273766575,2,48,2.99,42500,17,5,0,0,0,1,1,0,885,24,0,2,2,False,False,False,False,False,True,8,False,True,0
223677419,3,75,2.64,43000,3,10,1,1,0,1,0,0,573,25,1,1,5,False,False,True,False,False,False,8,False,False,0
268689371,2,46,2.64,43000,9,9,1,0,0,1,0,0,934,23,1,2,5,False,False,True,False,False,False,8,True,True,0
200552810,2,52,2.64,43000,2,12,1,0,0,1,0,1,826,26,1,2,5,False,False,True,False,False,False,8,False,True,0
272323693,3,75,2.64,43000,7,10,2,0,0,1,0,0,573,25,1,2,5,False,False,False,False,True,False,8,False,False,0
274490558,3,62,2.64,44000,10,9,1,0,0,1,0,1,709,20,0,2,5,False,False,True,False,False,False,8,False,True,0
274676073,2,48,2.99,44990,5,9,1,0,1,0,0,0,937,24,1,1,5,False,False,True,False,False,False,8,False,False,0
273522643,3,73,2.99,45000,12,16,1,1,0,0,1,0,616,24,0,2,5,False,False,True,False,False,True,8,False,False,0
273906914,2,37,2.7,45000,13,9,1,1,1,0,1,0,1216,18,0,2,0,False,True,False,False,False,True,8,False,False,0
274985521,3,57,2.99,45000,13,5,0,0,0,1,0,0,789,19,0,2,5,False,False,False,False,False,True,8,False,False,0
274581482,2,43,2.6,45000,6,9,1,0,0,1,1,0,1046,21,1,2,5,False,False,False,True,False,True,8,False,True,0
273446245,2,46,2.99,45000,7,5,0,0,0,1,0,0,978,23,1,2,5,False,False,False,False,False,True,8,False,False,0
274365462,2,56,2.99,45000,10,14,0,0,0,0,0,0,803,28,0,2,5,False,False,False,False,False,True,8,False,True,0
218640964,2,46,2.99,45000,5,9,1,0,0,1,0,0,978,23,1,2,5,False,True,False,False,False,True,8,False,True,0
274823523,2,60,2.64,45000,3,12,1,1,0,1,0,0,750,30,1,1,5,False,True,False,False,False,False,8,False,False,0
266246481,1,53,2.99,45000,11,16,2,0,0,1,0,0,849,53,0,2,5,False,True,False,False,False,False,8,False,True,0
274511465,2,45,2.64,48000,3,9,1,0,1,0,0,0,1066,22,1,1,5,False,True,False,False,False,False,8,False,False,0
273318537,3,58,2.99,50000,5,9,0,0,0,1,0,1,862,19,1,2,5,False,False,False,False,False,True,8,False,False,0
274646693,2,45,2.99,50000,5,5,0,0,1,0,0,0,1111,22,1,2,5,False,False,False,False,False,True,8,False,True,0
273740725,4,65,2.64,50000,3,9,1,0,0,1,1,0,769,16,1,1,5,False,False,True,False,True,False,8,False,True,0
274697036,2,56,2.99,50000,7,10,2,0,0,1,2,0,892,28,1,2,5,False,False,True,False,False,False,8,False,True,0
274842083,3,68,2.5,55000,7,10,2,0,0,1,0,1,808,22,1,2,0,False,True,False,False,False,False,8,False,False,0
272544167,2,59,2.99,55000,14,24,0,0,0,1,0,2,932,29,0,2,4,False,False,False,False,False,True,8,False,True,0
272412717,3,80,2.7,55000,9,17,1,1,0,1,0,2,687,26,1,2,4,False,False,False,False,True,True,8,False,True,0
274180382,3,75,2.5,60000,6,14,1,1,0,1,0,1,800,25,1,2,5,False,False,False,False,False,True,8,False,True,0
274733652,3,84,2.99,60000,6,14,2,0,0,1,0,1,714,28,1,2,5,False,False,True,False,False,False,8,True,True,0
274759200,3,77,2.64,60000,2,14,1,1,0,1,3,0,775,25,1,1,5,False,False,True,False,True,False,8,False,True,0
274641062,2,60,2.6,65000,7,14,0,0,0,1,1,0,1083,30,1,2,5,False,False,False,False,True,True,8,False,False,0
268002089,3,85,2.7,65000,6,12,1,1,0,1,1,0,764,28,1,2,4,False,False,False,True,False,True,8,False,True,0
274809627,2,58,2.99,65000,1,25,3,0,1,0,1,0,1120,29,1,1,4,False,True,False,False,False,True,8,False,True,0
268620464,3,101,2.99,67000,6,15,1,1,1,1,0,1,663,33,1,1,5,False,False,True,False,True,False,8,False,True,0
273208234,3,84,2.99,70000,3,25,1,0,0,2,0,0,833,28,1,1,4,False,True,False,False,False,True,8,True,True,0
274941483,3,73,2.7,70000,10,24,2,2,0,1,0,1,958,24,0,4,4,False,False,False,False,True,True,8,False,True,0
274672249,4,105,2.99,70000,8,17,1,1,1,1,0,1,666,26,1,1,5,False,True,False,False,True,False,8,False,True,0
274734325,2,75,2.99,70000,10,24,4,0,0,1,1,0,933,37,0,2,4,False,True,False,False,False,False,8,False,False,0
273520785,4,140,2.99,83000,9,27,3,0,3,0,0,2,592,35,1,2,4,False,True,False,False,False,False,8,False,False,0
273632932,4,128,2.8,85000,6,27,0,0,0,2,1,1,664,32,1,1,3,False,False,False,False,False,True,8,False,True,0
274687447,5,120,2.64,100000,6,12,1,1,2,0,0,1,833,24,1,1,5,False,True,False,False,False,False,8,False,False,0
274442550,1,35,2.64,26000,15,9,1,0,1,0,0,0,742,35,0,1,5,False,False,True,False,False,False,8,False,True,0
227959969,1,34,2.64,28000,10,5,0,0,1,0,1,0,823,34,0,2,5,False,False,True,False,False,True,8,False,True,0
260835170,1,35,2.99,28000,5,9,1,0,1,0,0,0,800,35,1,2,5,False,False,True,False,False,False,8,True,True,0
273347546,1,33,2.64,29000,8,9,1,0,1,0,0,0,878,33,1,1,5,False,False,True,False,False,False,8,True,True,0
273973713,1,39,2.64,29000,20,22,2,0,0,1,0,1,743,39,0,1,5,False,False,True,False,False,False,8,False,True,0
273034070,1,35,2.5,30000,2,12,2,0,0,0,0,0,857,35,1,2,5,False,True,False,False,False,True,8,False,True,0
273104613,1,38,2.64,30000,5,22,2,0,0,1,1,0,789,38,1,2,5,False,False,True,False,False,False,8,True,True,0
274771178,1,36,2.64,30000,8,9,1,0,1,0,0,0,833,36,1,2,5,False,False,True,False,False,False,8,False,False,0
273574539,2,65,2.99,30000,10,2,0,0,1,0,0,0,461,32,0,1,2,False,False,True,False,False,True,8,False,False,0
226270350,1,36,2.99,30000,7,18,1,1,0,1,0,1,833,36,1,2,5,False,False,True,False,False,False,8,False,False,0
258886125,1,38,2.64,30000,8,10,1,1,1,0,0,1,789,38,1,1,5,False,False,True,True,False,False,8,False,False,0
222338404,1,33,2.48,30000,2,5,0,0,1,0,0,0,909,33,1,2,4,False,False,True,False,False,True,8,False,False,0
164816683,1,35,2.64,30000,0,9,0,0,1,0,0,0,857,35,1,1,5,False,False,True,False,False,True,2,False,True,0
274821721,1,32,2.99,30000,5,9,2,0,1,0,0,0,928,32,1,2,5,False,False,True,False,False,False,8,False,True,0
273318462,1,36,2.99,30000,2,17,2,0,0,1,0,0,833,36,1,2,5,False,False,True,False,False,False,8,False,True,0
267630330,1,35,2.64,30999,9,24,3,0,0,1,1,1,885,35,1,1,5,False,False,True,False,False,False,8,True,True,0
255339783,1,40,2.64,32000,4,10,2,0,1,0,0,1,800,40,1,2,5,False,True,False,False,False,False,8,True,True,0
274140405,1,35,2.99,33000,5,16,1,1,1,0,0,1,942,35,1,2,0,False,True,False,False,False,True,8,False,False,0
274859062,1,42,2.64,33000,9,14,2,0,0,0,0,2,785,42,1,2,0,False,False,True,False,False,False,8,False,False,0
274582115,1,38,2.99,34000,3,10,0,0,0,0,0,0,894,38,1,2,5,False,False,False,False,False,True,8,True,True,0
274930640,2,45,2.99,35000,15,5,0,0,0,1,0,0,777,22,0,2,5,False,True,False,False,False,True,8,False,False,0
273804281,1,50,2.99,35000,10,2,0,0,1,0,0,0,700,50,0,1,1,True,False,False,False,False,True,8,False,True,0
274837730,1,35,2.99,35000,2,17,1,1,0,1,0,0,1000,35,1,2,5,False,False,True,False,False,False,8,False,True,0
274496500,2,44,2.5,35000,5,9,1,0,0,1,0,0,795,22,1,1,0,False,False,True,True,False,False,8,False,False,0
274524336,2,44,2.64,35000,7,9,1,0,0,1,1,0,795,22,1,2,5,False,False,True,False,False,False,8,False,True,0
271727354,1,36,2.64,35000,7,12,2,0,1,0,0,1,953,36,1,2,5,False,False,True,True,False,False,8,True,True,0
271098131,1,37,2.99,35000,7,17,2,0,1,0,0,1,945,37,1,2,5,False,False,True,False,False,False,8,False,True,0
273829440,1,39,2.64,35000,4,14,2,0,1,0,1,0,897,39,1,1,5,False,True,False,True,False,False,8,True,True,0
274739475,2,46,2.64,35000,20,9,1,0,0,1,0,0,760,23,0,1,5,False,False,True,False,False,False,8,False,True,0
274521507,2,46,2.64,35000,12,9,1,1,0,1,0,1,760,23,0,1,5,False,True,False,False,False,False,8,False,False,0
272590196,2,44,2.5,36000,12,9,1,0,0,1,0,0,801,22,0,1,0,False,False,True,True,False,False,8,False,False,0
274014701,2,55,2.99,36000,13,17,0,0,0,1,0,1,654,27,0,2,5,False,False,True,False,False,True,8,False,True,0
274613169,2,62,2.64,37000,5,14,1,1,0,1,1,0,596,31,1,1,5,False,False,True,False,False,False,8,False,True,0
273435745,1,35,2.48,37000,6,14,2,0,1,0,0,1,1057,35,1,2,5,False,False,True,False,True,False,8,True,True,0
274830091,2,52,2.99,38000,10,12,1,1,0,0,0,0,730,26,0,2,5,False,True,False,False,False,True,8,False,True,0
274900084,2,48,2.48,44000,12,16,1,0,0,1,1,0,916,24,0,2,5,False,False,True,False,True,False,4,False,True,0
274335970,2,45,2.99,60000,5,22,2,1,0,1,1,0,1333,22,1,4,5,False,True,False,False,False,False,4,False,True,0
274752953,1,35,2.64,35000,10,9,1,1,1,0,0,0,1000,35,0,1,5,False,False,True,False,False,False,4,False,False,0
274893222,1,35,2.48,50000,0,30,2,1,1,0,0,0,1428,35,1,1,2,True,False,False,False,False,False,3,False,True,0
274697873,1,42,2.99,50000,0,17,2,1,1,0,0,0,1190,42,1,1,5,False,True,False,False,False,True,4,True,True,0
274136594,1,42,2.99,55000,1,30,2,1,1,0,0,0,1309,42,1,1,5,False,True,False,False,False,False,3,False,False,0
273863236,3,148,2.99,200000,19,28,0,0,2,0,1,1,1351,49,0,4,4,False,False,False,False,False,True,4,False,True,0
273396881,2,70,2.99,55000,9,16,2,0,0,1,0,1,785,35,1,2,2,False,True,False,False,False,False,4,False,True,0
274941502,3,79,2.99,160000,19,28,0,0,2,0,0,1,2025,26,0,4,4,False,False,False,False,True,True,4,False,True,0
274082065,4,148,2.99,200000,16,28,0,0,2,0,0,1,1351,37,0,4,4,False,True,False,True,False,True,4,False,True,0
274755251,1,40,2.99,32000,15,12,2,1,1,0,0,1,800,40,0,1,5,False,False,True,False,False,False,4,False,False,0
272405332,2,42,2.64,40000,11,9,1,0,0,1,1,0,936,21,0,2,5,False,False,True,False,False,False,4,True,True,0
274754426,2,33,2.7,66000,5,30,1,2,1,0,0,0,1981,16,1,2,5,False,True,False,False,False,True,4,False,False,0
274282565,3,79,3.1,160000,2,28,3,1,2,0,0,1,2022,26,1,4,4,True,False,False,False,True,True,4,False,True,0
272776999,3,105,3.0,220000,16,28,3,1,2,0,0,1,2095,35,0,4,4,True,False,False,False,False,True,4,False,True,0
274978684,3,68,2.64,47500,16,9,1,0,0,1,0,1,698,22,0,2,5,False,False,True,False,False,False,4,False,True,0
268206442,1,38,2.74,32000,3,17,1,1,1,0,1,0,842,38,1,1,5,False,False,True,False,False,False,3,False,True,0
274875009,2,42,2.64,35000,9,12,2,0,0,1,1,0,833,21,1,1,5,False,False,True,False,False,False,3,False,False,0
274645983,3,80,2.64,60000,18,18,1,1,1,1,1,1,750,26,0,1,5,False,True,False,False,False,False,4,False,False,0
273645696,1,13,2.99,28000,21,9,0,0,1,0,0,0,2153,13,0,2,5,False,True,False,False,False,True,3,False,True,0
166995675,2,60,2.8,40000,19,17,2,0,0,1,0,2,666,30,0,1,2,False,True,False,False,True,False,4,False,True,0
251269838,1,18,2.99,24000,20,9,2,0,1,0,0,0,1333,18,0,1,5,False,True,False,False,False,False,3,True,True,0
274572571,1,40,2.64,40000,5,17,1,1,0,1,0,0,1000,40,1,1,5,False,True,False,False,False,False,3,False,True,0
274438657,2,55,3.0,55000,3,17,2,0,0,0,0,1,1000,27,1,2,5,False,True,False,False,False,False,3,False,True,0
272200442,2,61,2.99,68000,16,28,2,2,1,0,0,0,1114,30,0,4,4,False,True,False,False,False,True,4,False,True,0
274970978,3,80,2.8,75000,14,17,1,1,1,0,0,1,937,26,0,2,3,False,False,False,False,True,True,4,False,False,0
268188829,2,120,3.0,150000,16,28,3,1,2,0,0,1,1250,60,0,4,4,True,False,False,False,False,False,4,False,True,0
274619015,1,41,2.64,30000,15,17,2,2,0,2,0,1,731,41,0,1,5,False,True,False,False,False,False,4,False,False,0
274717612,1,37,2.64,30000,20,14,2,0,1,0,0,1,810,37,0,2,0,False,False,False,False,False,False,4,False,False,0
274108674,1,41,2.99,35000,5,17,2,0,0,1,0,1,853,41,1,1,5,False,False,True,False,False,False,4,False,True,0
223117314,1,40,2.64,35000,6,12,1,0,0,1,0,0,875,40,1,2,4,False,False,True,False,False,False,3,False,True,0
274917722,1,39,2.99,35000,5,17,1,1,1,0,0,1,897,39,1,1,5,False,False,True,True,False,True,3,True,True,0
274969186,3,60,2.64,45000,10,9,1,0,0,1,0,1,750,20,0,1,5,False,True,False,False,False,False,4,False,True,0
274686435,2,56,2.99,49000,12,14,1,1,0,1,0,1,864,28,0,1,4,False,False,True,False,False,False,3,False,True,0
274899211,2,35,2.99,60000,0,30,1,1,0,0,0,0,1714,17,1,4,4,False,True,False,False,False,True,3,True,True,0
267351266,3,59,2.7,60000,19,9,1,0,0,1,1,0,1016,19,0,1,5,False,False,False,False,False,True,4,False,False,0
272441721,3,58,2.99,60000,0,9,1,1,1,0,0,0,1018,19,1,2,5,False,False,True,False,False,True,2,False,True,0
274260508,1,32,2.99,65000,5,31,0,0,1,0,0,0,2031,32,1,4,3,False,False,False,False,False,True,4,True,True,0
274806978,3,80,2.99,75000,5,16,1,1,1,0,0,1,937,26,1,4,3,False,False,True,False,False,True,4,False,False,0
274945837,1,32,2.64,25000,14,9,1,0,1,0,0,0,781,32,0,1,5,False,False,False,True,False,False,4,True,True,0
274905064,1,18,2.99,27000,18,9,0,0,1,0,0,0,1459,18,0,2,5,False,True,False,False,False,True,3,True,True,0
261704536,1,12,2.99,27000,3,9,2,0,1,0,0,0,2250,12,1,1,5,False,False,True,False,False,True,3,False,False,0
273763574,1,40,2.99,28000,19,17,2,1,1,0,0,1,700,40,0,1,5,False,True,False,True,False,False,4,False,True,0
273734950,1,36,2.99,30000,20,17,1,1,0,0,1,0,833,36,0,2,5,False,False,True,False,False,True,4,False,False,0
274337616,1,42,2.74,30000,5,14,2,0,1,0,1,0,714,42,1,1,5,False,False,True,False,False,False,3,True,True,0
271501067,1,40,2.99,32000,12,19,1,0,1,0,0,1,800,40,0,2,4,False,True,False,False,False,True,4,False,True,0
273654776,1,38,2.64,32000,17,22,1,1,0,1,0,1,842,38,0,1,5,False,False,True,False,False,False,3,False,False,0
158161672,1,32,2.64,32000,15,17,1,1,1,0,1,0,1000,32,0,2,5,False,False,True,False,False,False,3,True,True,0
257601736,1,38,2.99,33000,20,14,1,1,1,0,0,1,868,38,0,1,2,False,False,True,True,False,False,4,False,True,0
269935252,1,39,2.6,33000,18,22,2,1,0,1,1,0,846,39,0,2,5,False,False,False,False,False,True,4,False,True,0
274858030,1,51,2.99,34000,17,17,1,1,0,1,0,0,666,51,0,2,0,False,False,False,False,False,True,4,False,True,0
239804091,1,38,2.64,34000,20,22,3,0,0,1,1,0,894,38,0,1,5,False,True,False,False,False,False,4,True,True,0
274387769,1,40,2.6,34999,16,17,1,1,1,0,0,1,874,40,0,2,5,False,False,False,True,False,True,3,True,True,0
274704120,1,34,2.5,35000,9,12,2,0,1,0,0,0,1029,34,1,2,0,False,False,False,False,False,True,3,False,False,0
272499601,1,35,2.5,35000,16,9,1,0,1,0,0,1,1000,35,0,2,5,False,False,False,False,False,True,4,True,True,0
274241186,1,36,2.99,35000,18,14,2,0,1,0,0,1,972,36,0,1,4,False,True,False,False,False,False,4,False,False,0
219088161,1,39,2.64,35000,14,12,1,0,1,0,1,0,897,39,0,2,0,False,False,True,True,False,False,3,True,True,0
263452934,1,41,2.99,37000,12,17,2,2,1,0,0,1,887,41,0,2,5,False,True,False,False,False,False,4,True,True,0
274995224,1,44,2.99,38000,11,19,2,2,1,0,1,0,863,44,0,1,5,False,True,False,False,False,True,4,False,False,0
274693146,1,36,2.7,38000,9,19,1,1,1,0,0,1,1055,36,1,2,5,False,False,False,False,False,True,4,False,True,0
274635051,2,45,2.99,38000,8,9,1,0,0,0,0,0,844,22,1,2,2,False,False,False,False,False,True,4,False,True,0
274963840,2,42,2.64,38000,5,12,2,0,0,1,0,0,904,21,1,2,5,False,False,True,False,False,False,3,False,True,0
273599969,1,38,2.99,40000,8,19,0,0,1,0,1,0,1052,38,1,2,5,False,False,False,False,False,True,4,False,False,0
273727843,1,51,2.7,40000,25,10,1,0,1,0,0,1,784,51,0,2,0,False,True,False,False,False,True,4,False,True,0
274970142,1,40,2.64,40000,10,22,3,0,0,1,1,0,1000,40,0,2,5,False,False,True,False,False,False,4,False,False,0
259122906,2,54,2.64,40000,11,9,1,0,1,0,1,0,740,27,0,2,5,False,False,True,False,False,False,4,False,True,0
274410436,1,36,2.64,40000,20,17,1,0,0,0,1,0,1111,36,0,2,4,False,True,False,False,False,False,4,False,True,0
162798947,2,37,2.7,40000,5,12,1,0,0,1,1,0,1081,18,1,2,5,False,True,False,False,False,False,3,False,False,0
256073189,1,35,2.64,40000,10,9,1,0,0,0,0,0,1142,35,0,2,5,False,True,False,False,False,False,3,False,False,0
274749895,2,45,2.5,42000,4,12,2,0,1,0,1,0,933,22,1,1,0,False,False,False,False,False,True,3,False,True,0
274359901,2,40,2.64,42000,15,14,2,0,0,1,1,0,1050,20,0,1,0,False,False,True,False,False,False,4,False,True,0
273444854,3,80,2.64,43000,10,22,2,1,1,0,1,0,537,26,0,1,5,False,True,False,False,False,False,4,True,True,0
274535969,3,62,2.64,44999,3,12,2,0,0,1,0,0,725,20,1,1,5,False,False,True,False,False,False,4,False,False,0
274998130,1,31,2.99,45000,0,30,0,0,1,0,0,0,1410,31,1,2,5,False,True,False,False,False,True,3,False,True,0
274819812,2,60,2.64,45000,15,17,2,0,0,1,0,1,750,30,0,2,4,False,False,True,False,False,False,3,False,True,0
274508713,2,46,2.99,45000,15,14,0,0,0,1,0,0,978,23,0,2,0,False,False,False,False,False,True,4,False,True,0
274152481,2,47,2.6,45000,8,12,0,0,0,1,1,0,957,23,1,2,0,False,False,False,False,False,True,3,False,False,0
272818493,1,26,2.99,47000,16,28,0,0,1,0,1,0,1807,26,0,2,4,False,False,True,False,False,True,4,True,True,0
274773930,3,65,2.8,48000,21,12,0,2,0,1,0,2,738,21,0,1,5,False,False,True,False,False,False,4,False,True,0
268608609,3,72,2.99,50000,10,19,1,1,0,1,1,0,689,24,0,2,4,False,False,True,False,False,True,4,False,False,0
274353814,2,64,2.99,50000,11,17,2,0,0,1,0,2,781,32,0,2,4,False,True,False,False,False,False,4,False,False,0
274438920,1,39,2.6,50000,10,22,2,1,1,0,1,0,1282,39,0,1,5,False,False,False,True,False,True,4,True,True,0
274343080,2,45,2.6,50000,20,9,1,0,1,0,1,0,1111,22,0,2,5,False,False,False,False,True,True,4,False,False,0
274742341,2,51,2.99,50000,8,14,2,0,0,1,0,1,980,25,1,2,4,False,False,True,False,False,False,3,False,False,0
274681719,2,65,2.99,50000,16,19,2,0,0,0,0,1,769,32,0,2,4,False,False,True,False,False,False,3,False,False,0
274319004,3,70,2.99,50000,18,18,4,0,0,1,0,0,714,23,0,4,4,False,True,False,False,False,False,4,True,True,0
274934322,2,45,2.7,55000,13,9,1,0,0,1,0,0,1222,22,0,2,5,False,False,False,False,False,True,4,False,True,0
274036840,3,80,2.64,55000,15,17,2,0,0,1,0,1,687,26,0,2,4,False,False,True,False,False,False,3,False,True,0
265395292,3,64,2.64,55000,15,9,1,0,0,1,1,0,859,21,0,2,5,False,False,True,False,True,False,4,False,False,0
274943332,2,65,2.99,60000,16,15,1,1,1,0,0,0,923,32,0,2,5,False,False,False,False,False,True,3,False,True,0
273692412,3,72,2.99,60000,7,25,0,0,0,1,0,1,833,24,1,2,5,False,False,False,False,False,True,4,False,True,0
271038471,2,38,2.99,60000,1,34,0,0,1,0,0,0,1578,19,1,2,4,True,False,False,False,False,True,3,False,False,0
267378679,3,60,2.99,60000,8,9,1,0,0,0,0,1,1000,20,1,2,5,False,False,False,False,False,True,3,False,True,0
274925341,1,30,3.0,60000,7,33,2,2,1,0,0,0,2000,30,1,4,4,False,True,False,False,False,True,3,True,True,0
274734487,2,60,2.99,60000,10,17,2,0,0,1,1,1,1000,30,0,2,5,False,True,False,False,True,False,3,False,False,0
274523955,3,88,2.99,63000,7,19,1,1,0,1,0,1,715,29,1,1,5,False,False,True,False,True,True,4,False,True,0
272584171,1,35,2.9,65000,7,31,1,1,1,0,0,0,1857,35,1,4,5,False,True,False,False,False,True,4,True,True,0
274900186,1,37,2.99,65000,2,30,0,0,1,0,0,0,1733,37,1,2,4,True,False,False,False,False,True,3,True,True,0
274886476,1,30,2.99,67000,5,22,1,1,1,0,0,0,2233,30,1,4,5,True,False,False,False,False,True,4,True,True,0
274685726,2,55,2.99,68000,0,19,0,0,1,0,0,0,1236,27,1,2,5,True,False,False,False,False,True,2,True,True,0
273136402,2,57,2.99,70000,15,14,0,0,1,0,0,0,1228,28,0,2,2,False,False,False,False,False,True,4,False,True,0
270039587,1,32,2.8,70000,8,22,1,1,1,0,0,0,2187,32,1,4,3,False,False,False,False,False,True,4,False,True,0
274353798,1,40,2.99,70000,0,30,2,2,1,0,0,0,1750,40,1,4,3,False,True,False,False,False,False,3,False,True,0
268446713,2,52,2.99,70000,20,28,2,1,1,0,0,0,1346,26,0,4,4,True,False,False,False,False,True,4,True,True,0
